Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
10610,Daniel Anderson,31,False,67824,0,8,14,3,No,No,Yes,2,Bachelor's,Sales,Sales Manager,1.5055275273263504,2.347680529061228,0
10611,Sophia Taylor,30,False,74362,0,5,6,2,No,No,Yes,3,Bachelor's,Finance,Analyst,10.0,4.0833144864915205,0
10612,Ananya Thomas,58,True,83150,2,21,5,2,No,Yes,Yes,4,Bachelor's,Sales,Account Executive,7.193360623835096,2.967232087283958,0
10619,Sophia Smith,49,True,85879,3,18,6,3,Yes,Yes,Yes,4,Diploma,Support,Support Engineer,5.270461608803442,8.937652266757404,0
10621,Daniel Miller,35,False,67836,2,8,13,2,No,No,Yes,3,Diploma,R&D,Scientist,6.379143493624355,5.092632127665014,0
10625,Sarah Taylor,42,True,87059,0,14,4,1,No,Yes,Yes,3,Diploma,Engineering,ML Engineer,9.934769845352777,5.152231986000254,0
10626,Sarah Lewis,31,True,65581,1,0,8,2,No,Yes,Yes,3,High School,Operations,Ops Manager,7.060683285000808,5.652331322136815,0
10628,Kiran Miller,37,True,87806,2,3,14,0,No,No,Yes,4,Master's,Operations,Operations Coordinator,10.0,5.745672482512807,0
10630,Leo Iyer,56,False,67245,0,22,2,1,No,Yes,Yes,3,High School,Support,Support Engineer,4.297872722337251,10.0,0
10632,Olivia Brown,49,True,94343,0,21,4,3,No,Yes,Yes,4,Master's,Engineering,ML Engineer,9.406014366613125,5.6283610066814385,0
10633,Sarah Davis,28,True,82276,1,6,4,3,No,Yes,Yes,3,Diploma,Sales,Account Executive,10.0,6.041177764401908,0
10634,Michael Walker,37,True,62136,1,9,8,2,No,Yes,No,1,High School,Sales,Account Executive,9.78552689770212,6.344042368783893,0
10638,Aisha Thomas,31,True,86691,0,9,0,0,No,Yes,Yes,4,High School,Engineering,DevOps Engineer,10.0,1.8581438976931945,0
10639,Sophia Williams,45,True,92158,1,16,14,0,No,Yes,Yes,1,Bachelor's,Support,Support Engineer,6.104723783035304,2.990638056350622,0
10640,Luke Thomas,38,True,75306,0,13,10,3,Yes,Yes,Yes,3,Diploma,HR,HR Executive,10.0,1.3642927570507242,0
10641,Sarah Gupta,26,False,79163,3,0,14,1,No,Yes,No,3,Bachelor's,Support,Support Engineer,9.294243764894972,2.5206741655402416,0
10645,Priya Wilson,18,False,90004,0,0,12,0,No,Yes,Yes,3,Master's,Engineering,DevOps Engineer,6.19444123667584,2.265193207262555,0
10647,Arun Johnson,42,True,67751,3,21,2,2,No,Yes,No,3,Bachelor's,Finance,Senior Analyst,10.0,2.1053349458419977,0
10648,John Williams,38,True,87506,2,9,6,1,No,Yes,Yes,5,Bachelor's,Operations,Ops Manager,10.0,5.03236167263101,0
10649,Daniel Sharma,33,True,71197,0,0,4,2,No,Yes,Yes,4,Diploma,Engineering,ML Engineer,9.420820404279915,2.0251026933437606,0
10650,Daniel Sharma,36,False,74284,0,14,6,2,No,No,No,3,Bachelor's,Support,Customer Specialist,10.0,1.0,0
10651,Sophia Davis,31,False,61451,1,5,0,0,No,Yes,No,5,Bachelor's,Support,Customer Specialist,10.0,8.845945582283697,0
10653,Daniel Kumar,44,True,80576,0,8,2,1,No,Yes,Yes,3,Master's,HR,HR Manager,4.559231675625772,6.522878122599668,0
10655,Rohit Williams,41,True,95502,2,5,14,2,Yes,No,Yes,3,Master's,Engineering,Software Engineer,10.0,3.243813971428971,0
10659,Leo Thompson,51,False,60396,2,29,6,0,No,Yes,Yes,3,Bachelor's,R&D,Researcher,10.0,2.684610906789676,0
10663,Karen Taylor,32,True,79801,0,2,8,3,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,9.45911603511221,1.0,0
10666,Vikram Thompson,38,False,95337,2,13,10,2,Yes,Yes,Yes,4,Diploma,Finance,Analyst,4.642263767739529,4.174026532005854,0
10667,Michael Singh,40,True,66296,1,15,10,3,No,No,Yes,4,Bachelor's,Sales,Account Executive,10.0,1.8112067338655566,0
10669,Vikram Iyer,42,False,62457,1,20,12,3,No,Yes,Yes,3,High School,Finance,Senior Analyst,10.0,3.3483342905840288,0
10671,Luke Patel,35,True,91143,0,8,13,1,Yes,Yes,No,3,Diploma,Operations,Ops Manager,10.0,3.5724340022231273,0
10672,Sarah Smith,32,False,79998,0,11,5,2,No,Yes,No,3,Bachelor's,Operations,Operations Coordinator,6.174418056288646,5.0930716564922305,0
10676,Sarah Thomas,32,True,95294,0,0,3,1,Yes,Yes,Yes,2,Bachelor's,Engineering,Software Engineer,10.0,3.771514076498178,0
10677,Rohit Williams,36,True,70242,0,8,3,3,Yes,Yes,No,3,Diploma,Operations,Operations Coordinator,6.208156881899946,1.0,0
10681,David Patel,36,False,61365,1,2,2,1,Yes,No,Yes,3,Bachelor's,Finance,Senior Analyst,8.372932987980096,7.096568013602015,0
10682,Nina Kumar,28,False,73411,0,2,6,0,Yes,Yes,Yes,4,Diploma,HR,HR Executive,9.428317000646999,7.822546252379367,0
10683,Linda Johnson,38,True,61370,0,5,4,1,No,Yes,No,2,Bachelor's,HR,HR Manager,4.778795948835029,2.3588956272740216,0
10685,Sarah Wilson,40,False,76281,1,13,10,1,Yes,No,Yes,3,Bachelor's,R&D,Researcher,5.138634023249773,5.119795599241254,0
10686,Leo Johnson,47,True,61459,1,19,0,2,Yes,Yes,Yes,5,High School,R&D,Scientist,7.894902972205326,5.744173149551887,0
10687,Linda Davis,33,False,64109,2,9,14,2,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,4.127088449305296,6.93058239242072,0
10696,John Sharma,20,True,58742,1,0,14,1,No,Yes,Yes,3,High School,Support,Customer Specialist,10.0,1.056044763263726,0
10697,Olivia Davis,48,True,83959,1,27,7,3,Yes,No,Yes,3,Master's,Engineering,DevOps Engineer,9.068531367912714,3.2044367896542743,0
10701,Nina Wilson,38,False,69540,2,8,13,2,No,Yes,No,3,Diploma,R&D,Scientist,3.6183676967407656,6.812212548936595,0
10702,Kiran Smith,34,False,77618,1,9,6,0,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,7.002582293082035,7.074906852021861,0
10703,Leo Thompson,27,False,79789,1,4,1,3,Yes,Yes,Yes,5,High School,Support,Customer Specialist,2.657451454757547,1.0,0
10704,Kiran Patel,28,True,96320,1,0,13,1,No,Yes,Yes,2,Bachelor's,Sales,Sales Manager,8.003563509589002,1.0221872730563515,0
10710,Arun Davis,26,True,67199,3,0,5,2,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,5.293541656761268,1.4171447082480415,0
10711,Olivia Patel,43,True,79128,2,22,9,1,Yes,Yes,Yes,4,Bachelor's,Operations,Ops Manager,3.5240109730182656,7.022468206260373,0
10712,Nina Thomas,23,False,81697,3,0,0,3,No,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,5.3075863516015245,0
10713,Arun Thompson,26,True,93106,1,2,14,1,No,Yes,Yes,2,Bachelor's,Support,Support Engineer,10.0,10.0,0
10718,Nina Singh,42,False,86589,0,18,1,0,No,No,Yes,2,Master's,Finance,Analyst,10.0,8.412741406315702,0
10720,Michael Walker,36,True,66453,0,4,13,2,No,Yes,No,4,Diploma,Engineering,DevOps Engineer,10.0,3.2971071052752183,0
10721,Karen Iyer,35,False,71972,0,0,9,3,No,Yes,Yes,5,Master's,HR,HR Manager,7.262591060402162,1.0,0
10724,Sarah Patel,33,True,81144,3,3,7,0,No,Yes,Yes,3,Bachelor's,HR,HR Executive,2.5764141037058828,6.044160934148076,0
10725,Karen Johnson,41,True,72047,3,19,11,2,Yes,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,4.336630724206194,1.0,0
10733,Rohit Miller,26,True,77285,0,0,5,0,Yes,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,10.0,3.782305013480184,0
10735,Olivia Patel,54,False,80919,3,27,1,0,No,No,Yes,4,High School,Operations,Operations Coordinator,5.000528114650915,5.0743748918346,0
10736,Luke Wilson,33,False,78225,3,7,12,2,No,Yes,No,3,Diploma,Finance,Analyst,8.411985163812917,1.0,0
10739,Emily Thompson,44,True,62290,0,20,3,2,Yes,Yes,Yes,3,High School,Engineering,DevOps Engineer,3.5394999696384426,3.2663537095718644,0
10742,Sarah Williams,32,True,78577,3,0,7,1,No,Yes,Yes,3,Bachelor's,R&D,Scientist,2.932863837942736,9.448379738102915,0
10745,David Wilson,26,False,83829,1,0,12,2,No,Yes,Yes,4,Bachelor's,Support,Support Engineer,10.0,4.249299271575385,0
10746,Sarah Miller,43,True,99720,0,18,14,3,No,Yes,Yes,3,Master's,R&D,Researcher,6.026729279312456,9.763543858994494,0
10748,John Taylor,28,True,80004,0,1,2,0,No,No,Yes,3,Master's,R&D,Researcher,10.0,5.016738243703378,0
10751,Priya Thompson,43,False,99955,1,8,13,0,No,No,No,4,Master's,R&D,Researcher,1.0,10.0,0
10752,Sarah Kumar,23,False,86626,3,0,9,1,No,Yes,Yes,3,Diploma,Support,Customer Specialist,7.795985827316765,6.229011657734974,0
10754,Arun Kumar,37,False,94047,0,5,8,0,No,Yes,Yes,5,Diploma,Engineering,ML Engineer,10.0,2.380669086716554,0
10755,Priya Singh,30,False,65278,2,8,1,3,No,Yes,Yes,4,Master's,Operations,Operations Coordinator,7.342826895549544,9.901885384856746,0
10756,Priya Anderson,59,True,65621,0,38,0,1,No,Yes,No,2,Bachelor's,R&D,Researcher,5.501500622999827,3.5106230213772447,0
10764,Rohit Thompson,26,False,70632,0,5,5,3,No,Yes,Yes,3,Bachelor's,R&D,Researcher,10.0,2.9868241519752976,0
10765,Rohit Thomas,47,True,66882,3,24,12,2,No,Yes,Yes,3,Diploma,Operations,Operations Coordinator,9.446487182929603,10.0,0
10768,Karen Davis,49,True,61733,3,19,9,0,Yes,No,Yes,1,Bachelor's,HR,HR Manager,5.221741509272765,1.0249618553785869,0
10770,Michael Johnson,26,False,79845,1,0,4,0,Yes,Yes,No,4,Master's,Sales,Sales Manager,10.0,1.7331621071778458,0
10771,Linda Smith,33,False,83933,0,10,3,3,No,Yes,Yes,3,Diploma,HR,HR Executive,10.0,7.977542000892194,0
10773,Luke Iyer,37,False,58663,1,14,8,3,No,Yes,Yes,2,PhD,Finance,Analyst,4.718451242004794,5.935909891871344,0
10774,John Miller,37,False,68481,2,0,11,1,No,No,Yes,4,Bachelor's,Sales,Account Executive,10.0,6.4732868434303015,0
10776,Karen Johnson,34,True,99362,0,0,3,1,No,Yes,Yes,4,Diploma,Sales,Account Executive,3.0855982751767748,10.0,0
10779,Leo Williams,34,False,67971,3,12,6,2,No,Yes,Yes,4,High School,Engineering,Software Engineer,10.0,2.3693099312613217,0
10781,Luke Singh,18,True,97651,1,0,9,1,No,No,Yes,3,Bachelor's,Operations,Ops Manager,7.621864263533506,6.460694614200688,0
10784,Linda Wilson,34,False,59977,1,0,1,0,No,Yes,No,3,Bachelor's,HR,HR Manager,4.9482466656503545,4.405656909557502,0
10786,Karen Williams,37,True,71730,0,9,1,0,No,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,1.6171338553152657,10.0,0
10790,David Taylor,19,False,84481,2,0,3,3,No,Yes,Yes,5,Diploma,Engineering,ML Engineer,6.960955781454234,2.344503550234265,0
10791,Luke Patel,36,True,83983,1,0,14,3,Yes,Yes,Yes,1,Bachelor's,Finance,Analyst,5.038038971846659,7.518847181925519,0
10792,Karen Williams,41,False,65109,1,14,2,1,Yes,Yes,Yes,3,High School,Operations,Operations Coordinator,9.597654674979216,1.3937329329012051,0
10793,Olivia Anderson,37,True,79883,0,4,9,0,No,Yes,Yes,4,Diploma,Engineering,Software Engineer,8.559778762613195,8.274398052108388,0
10794,Arun Johnson,24,True,84029,0,2,9,2,No,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,5.781211909338396,0
10797,Michael Lewis,23,False,63512,0,0,11,1,No,Yes,Yes,3,Bachelor's,R&D,Researcher,9.509229070742428,5.725402416600957,0
10798,Michael Thompson,46,True,69534,2,8,7,2,No,Yes,No,3,Diploma,HR,HR Executive,1.568076038566197,8.265284930302574,0
10799,Emily Williams,38,True,61413,0,8,8,1,No,Yes,No,5,High School,HR,HR Manager,6.424724110764453,2.045566739160912,0
10801,John Gupta,29,False,60559,0,1,5,1,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,3.183873733497573,8.537081907250613,0
10807,Ananya Anderson,31,True,82154,2,8,0,3,No,Yes,Yes,4,Master's,Operations,Operations Coordinator,7.6189401162525545,3.3956289042954584,0
10810,Rohit Singh,34,True,64028,1,0,13,2,No,Yes,Yes,2,Bachelor's,Operations,Operations Coordinator,7.807260772796278,6.876017114776947,0
10814,Luke Wilson,22,False,75870,0,0,5,2,Yes,Yes,Yes,4,Bachelor's,HR,HR Executive,7.612677218320922,1.344912631999592,0
10816,Nina Gupta,25,True,77899,2,0,10,0,Yes,No,No,1,Diploma,Support,Customer Specialist,8.764012402057846,1.1066979756547894,0
10819,Sarah Lewis,43,False,84110,1,22,5,0,No,Yes,No,4,Bachelor's,R&D,Scientist,10.0,7.358636030230838,0
10822,Kiran Miller,30,True,79978,1,9,13,0,Yes,Yes,Yes,2,Master's,Operations,Ops Manager,7.24286439325819,7.824442339613497,0
10832,Priya Davis,28,False,93654,3,2,11,0,Yes,Yes,Yes,4,Master's,HR,HR Executive,6.595540471537294,4.876896215803285,0
10836,David Patel,32,False,60351,1,8,0,2,No,Yes,No,3,Diploma,Engineering,DevOps Engineer,5.5732952751585785,10.0,0
10840,Linda Thomas,36,False,77106,3,9,14,2,No,Yes,Yes,1,Master's,Finance,Senior Analyst,10.0,7.128328512805589,0
10844,Nina Williams,31,True,79548,0,0,2,2,Yes,Yes,No,4,Bachelor's,Support,Support Engineer,8.045567007888312,1.0,0
10847,Michael Thomas,23,True,74296,0,0,9,3,No,Yes,Yes,3,Bachelor's,R&D,Researcher,6.659392823159827,1.0,0
10851,John Anderson,39,True,96413,0,11,1,0,Yes,Yes,Yes,3,Bachelor's,Support,Customer Specialist,10.0,8.219305959446366,0
10854,Vikram Thomas,29,False,64949,0,1,2,0,No,No,Yes,3,Bachelor's,Sales,Account Executive,4.34661960969578,4.633663374990751,0
10857,Nina Thompson,33,False,74217,0,8,14,2,No,Yes,Yes,4,Master's,Operations,Ops Manager,10.0,6.7998013392010765,0
10858,Arun Davis,39,False,68758,0,8,11,1,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,8.3226397404161,7.109132310720611,0
10859,Luke Thomas,31,False,59305,2,9,1,0,No,Yes,Yes,4,Diploma,Support,Support Engineer,9.527727985507543,8.888534740761788,0
10860,John Davis,47,False,63210,3,24,14,2,Yes,Yes,Yes,4,Diploma,Engineering,Software Engineer,9.194266413945543,6.0897230926817265,0
10863,Karen Singh,31,False,70430,1,7,11,1,No,Yes,No,3,Master's,Sales,Sales Manager,7.812019914224619,7.003514352044947,0
10864,Olivia Kumar,37,False,70584,2,11,12,3,No,Yes,Yes,3,Bachelor's,Support,Customer Specialist,10.0,6.3128934888489185,0
10867,Linda Taylor,28,False,60610,3,3,12,2,No,Yes,Yes,4,Bachelor's,HR,HR Executive,7.634318393656458,8.513388209181695,0
10872,David Iyer,26,True,69282,2,2,6,0,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,1.0153043052224833,10.0,0
10880,Nina Kumar,28,False,63457,0,0,10,2,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,10.0,6.756045288128899,0
10881,David Williams,26,True,69303,3,4,4,2,Yes,Yes,No,3,Diploma,Operations,Operations Coordinator,4.536658042746075,8.309799439239418,0
10883,David Brown,23,True,76711,1,0,10,0,No,No,Yes,2,Bachelor's,Support,Customer Specialist,8.411711899920125,1.0,0
10885,Michael Johnson,18,False,86628,0,0,14,2,No,Yes,No,3,Master's,Engineering,Software Engineer,4.950049523003768,5.84721561227348,0
10886,Linda Davis,56,True,89734,1,22,12,1,No,Yes,Yes,2,High School,HR,HR Executive,5.266855430926072,4.461480967910964,0
10893,Priya Smith,27,False,83279,0,0,6,1,No,No,Yes,2,Bachelor's,Finance,Senior Analyst,1.7005434115019007,7.20243603223182,0
10894,John Taylor,47,True,75479,1,7,11,3,No,No,Yes,4,Master's,HR,HR Manager,4.601345593870262,5.848417958137237,0
10897,Linda Singh,41,False,67022,0,11,11,2,No,No,No,3,Bachelor's,Finance,Analyst,10.0,5.696590910907522,0
10900,Arun Davis,19,False,91342,0,0,8,2,No,Yes,Yes,3,Bachelor's,HR,HR Manager,10.0,1.933830717262965,0
10908,Linda Thomas,18,True,75233,3,0,3,3,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,9.972094931645303,4.01622381842159,0
10912,Daniel Brown,54,False,63585,1,25,14,3,No,No,Yes,3,Diploma,Sales,Sales Manager,10.0,1.0,0
10913,Kiran Singh,37,True,77631,1,3,11,0,Yes,Yes,Yes,3,Diploma,HR,HR Manager,6.881955757934464,4.2896579705173945,0
10914,Michael Brown,30,True,59828,3,6,2,3,Yes,Yes,No,3,Bachelor's,Engineering,DevOps Engineer,5.1182916090991,6.128641070992323,0
10915,Kiran Walker,40,False,95039,0,14,5,0,No,Yes,Yes,3,Master's,Finance,Senior Analyst,6.09146956667882,4.609447366888316,0
10916,Leo Williams,23,True,65495,0,1,3,3,No,Yes,No,3,Bachelor's,Finance,Senior Analyst,5.418160276353393,10.0,0
10917,Sophia Miller,38,True,93696,0,15,13,3,No,Yes,Yes,4,Master's,Sales,Account Executive,7.425435494886847,2.795777144832934,0
10918,Priya Walker,18,False,89324,0,0,1,2,No,Yes,Yes,3,Diploma,Operations,Ops Manager,10.0,10.0,0
10920,Rohit Brown,35,True,87845,1,11,3,1,No,No,Yes,3,Master's,Operations,Operations Coordinator,10.0,1.0,0
10921,Emily Singh,36,True,61556,2,0,10,2,No,Yes,Yes,5,Bachelor's,Finance,Senior Analyst,8.861104400710294,1.8128908155933185,0
10923,Olivia Iyer,18,False,76392,2,0,7,0,No,Yes,Yes,4,Master's,R&D,Researcher,8.865742274846978,7.476897608372942,0
10924,Sophia Singh,37,True,83080,1,14,14,1,Yes,Yes,Yes,3,PhD,Support,Support Engineer,3.8880204605501065,2.9482651159201954,0
10925,Linda Thomas,45,False,68919,1,16,6,3,No,Yes,Yes,2,Bachelor's,Sales,Account Executive,6.095082697349552,4.686777548895997,0
10927,Sarah Williams,54,True,79788,1,24,7,3,Yes,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,10.0,3.55551152737567,0
10928,Priya Smith,31,True,78957,0,0,14,3,Yes,No,Yes,2,Diploma,Finance,Analyst,7.066396143118792,2.3184292228087093,0
10934,Daniel Gupta,37,True,99262,3,7,12,1,Yes,Yes,Yes,4,Bachelor's,Operations,Ops Manager,2.524845128370269,8.64097219513016,0
10940,Michael Singh,32,True,60712,2,7,7,2,Yes,No,Yes,4,High School,Operations,Ops Manager,10.0,4.141629427697674,0
10941,Leo Smith,25,False,66239,0,0,6,1,No,Yes,Yes,3,Diploma,Support,Customer Specialist,10.0,4.293193151324521,0
10943,Michael Williams,36,True,61969,1,5,10,1,No,Yes,Yes,5,Bachelor's,Sales,Account Executive,10.0,4.539375671965981,0
10950,Leo Johnson,34,True,69229,1,11,2,3,No,No,Yes,3,Bachelor's,HR,HR Executive,10.0,9.239753702271503,0
10951,Kiran Patel,28,True,61310,0,0,4,1,Yes,No,Yes,3,Bachelor's,Engineering,Software Engineer,1.0,4.602503695619639,0
10955,Arun Singh,38,False,69431,1,4,9,3,Yes,Yes,Yes,1,Diploma,Finance,Senior Analyst,10.0,8.395026246516608,0
10960,Olivia Singh,28,True,77806,1,1,11,3,No,Yes,Yes,4,Diploma,HR,HR Manager,10.0,8.985025301841375,0
10963,Sarah Smith,29,False,67465,2,0,5,0,No,Yes,Yes,3,High School,Finance,Senior Analyst,10.0,3.019816692733314,0
10965,Luke Kumar,50,False,95868,1,16,14,3,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,5.657950698456954,1.0,0
10969,Ananya Walker,18,True,86127,0,0,13,0,No,Yes,No,4,Diploma,Sales,Sales Manager,8.310417825608742,2.3492522328538032,0
10970,Karen Thompson,49,False,72329,0,20,1,1,No,Yes,Yes,3,Diploma,HR,HR Manager,10.0,3.609838161737038,0
10972,Linda Johnson,42,True,79842,3,13,6,0,No,No,Yes,3,Bachelor's,Finance,Analyst,5.540022976766881,5.061102264104445,0
10973,Sophia Lewis,35,False,70857,0,4,11,2,Yes,Yes,Yes,1,Bachelor's,Sales,Account Executive,8.100204856715338,9.38737041735316,0
10976,Aisha Miller,37,False,83825,0,14,12,3,Yes,No,Yes,3,Master's,Sales,Sales Manager,3.1148028358785833,10.0,0
10978,Emily Taylor,32,False,95362,0,5,4,3,No,Yes,Yes,1,PhD,Engineering,ML Engineer,9.675347464713475,2.7465139938414103,0
10979,Kiran Singh,41,True,61369,0,14,14,3,No,Yes,No,3,High School,HR,HR Executive,6.183310159925272,1.937537516411056,0
10980,Luke Iyer,29,False,71643,0,1,7,2,No,Yes,Yes,5,Diploma,R&D,Researcher,7.654368624795135,8.376694525374422,0
10981,Luke Gupta,51,False,60155,2,13,5,1,No,Yes,Yes,3,Diploma,HR,HR Manager,4.532915377868939,5.506769010573539,0
10982,Daniel Wilson,27,True,78274,3,5,4,3,No,Yes,Yes,3,Master's,Operations,Ops Manager,8.864885097082961,9.408735877155916,0
10983,Nina Walker,46,True,66499,1,15,14,0,Yes,Yes,Yes,4,Bachelor's,Finance,Analyst,5.466293888273003,1.0,0
10988,David Iyer,33,True,58520,2,0,9,1,Yes,Yes,Yes,3,Master's,Sales,Sales Manager,10.0,1.0,0
10990,Aisha Davis,25,True,90458,0,2,5,2,No,Yes,Yes,3,Master's,Engineering,DevOps Engineer,7.306924206133027,10.0,0
10992,Luke Smith,29,True,61597,1,5,6,3,Yes,Yes,Yes,3,Bachelor's,R&D,Researcher,5.357007320866456,2.115460951000706,0
10994,Nina Walker,39,True,95856,0,15,1,2,No,Yes,Yes,4,Diploma,Support,Customer Specialist,8.30605665559788,6.483410292033547,0
10996,Kiran Lewis,43,True,67601,1,19,13,1,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,5.2497717031172515,1.3187522983001072,0
10997,Linda Anderson,23,True,62706,0,1,12,3,No,No,Yes,5,Master's,Finance,Analyst,7.035842291438966,2.3637861512372793,0
11000,Ananya Johnson,39,True,63505,3,5,4,3,No,No,Yes,3,Bachelor's,Engineering,DevOps Engineer,10.0,3.1726394153022097,0
11002,David Kumar,37,True,77400,0,0,6,1,No,No,Yes,5,Master's,Operations,Operations Coordinator,4.344631356152314,10.0,0
11011,Sarah Thomas,44,True,74560,1,22,13,3,No,Yes,Yes,5,Bachelor's,Finance,Senior Analyst,8.62168724135502,6.467942722212555,0
11012,Leo Lewis,48,False,64131,0,27,0,0,No,Yes,Yes,2,High School,Operations,Operations Coordinator,8.78018058782163,7.863543059119995,0
11017,Vikram Thompson,34,False,80212,0,7,1,3,Yes,Yes,Yes,3,High School,Engineering,ML Engineer,3.9144635854247403,8.342624847369247,0
11020,Arun Smith,36,True,81161,3,15,0,0,No,Yes,Yes,3,Bachelor's,R&D,Researcher,10.0,6.5927736236682986,0
11023,Karen Kumar,37,False,67419,0,15,13,3,Yes,Yes,No,5,Master's,Sales,Account Executive,8.936772745173442,9.568520611697348,0
11024,Ananya Thomas,45,True,78388,2,14,4,0,No,Yes,Yes,5,Diploma,HR,HR Executive,9.980782150299206,2.2003772834648148,0
11025,Emily Singh,43,True,61605,3,16,0,0,Yes,Yes,Yes,4,Diploma,HR,HR Manager,8.568291107454845,3.4486423814581038,0
11028,Rohit Taylor,22,False,68237,3,0,10,2,No,Yes,Yes,4,Bachelor's,Support,Customer Specialist,8.992039907177608,5.0856099439153795,0
11031,Rohit Singh,38,False,75457,0,8,2,0,Yes,Yes,Yes,3,Bachelor's,R&D,Scientist,7.390877845442635,5.290869211205223,0
11034,Daniel Miller,38,True,86315,0,11,5,1,No,Yes,Yes,3,Diploma,Operations,Operations Coordinator,10.0,1.0,0
11036,Priya Singh,51,True,75849,1,30,11,3,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,9.768724155683946,8.031711108231741,0
11039,Michael Anderson,42,True,83658,0,5,7,1,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,10.0,8.802661384284416,0
11040,Linda Thomas,39,True,61841,0,12,7,2,Yes,Yes,Yes,3,Bachelor's,HR,HR Executive,2.323324526538789,6.011716155789269,0
11043,Sophia Singh,27,False,58429,0,0,7,3,No,Yes,Yes,4,Bachelor's,Finance,Analyst,6.473601730356787,3.4233445817316066,0
11046,Vikram Davis,41,False,88557,2,15,13,3,No,Yes,Yes,2,High School,HR,HR Manager,10.0,1.582087418059376,0
11048,Sophia Thompson,37,True,67497,0,9,5,2,Yes,Yes,Yes,3,High School,Operations,Ops Manager,7.0250682114309875,1.030141733546654,0
11052,Kiran Wilson,35,False,63849,2,11,8,1,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,10.0,1.4139717731293535,0
11053,Aisha Sharma,26,True,85187,0,0,10,3,No,Yes,No,2,Bachelor's,Operations,Ops Manager,6.9843666956035815,6.874660399868714,0
11056,Rohit Brown,29,True,67786,2,0,1,1,No,Yes,Yes,2,Master's,Engineering,ML Engineer,2.0592053101224437,3.8999911507165357,0
